ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol
ILMN_1830837	1.16e-01	3.76e-02	2.08	-4.6785547	6.80e-02	
ILMN_1806434	1.16e-01	3.76e-02	2.08	-4.6788123	8.24e-02	PAQR5
ILMN_1916904	1.16e-01	3.76e-02	-2.08	-4.6788342	-5.15e-02	
ILMN_2111255	1.16e-01	3.76e-02	2.08	-4.6790056	7.32e-02	VIT
ILMN_1691578	1.16e-01	3.76e-02	-2.08	-4.6790971	-1.71e-01	GTF3C6
ILMN_1764756	1.16e-01	3.76e-02	2.08	-4.6792522	6.00e-02	
ILMN_2326578	1.16e-01	3.76e-02	-2.08	-4.6793809	-2.64e-02	NRF1
ILMN_1678306	1.16e-01	3.76e-02	2.08	-4.6797092	7.19e-02	
ILMN_3245331	1.16e-01	3.76e-02	-2.08	-4.6798161	-3.18e-02	
ILMN_1711765	1.16e-01	3.76e-02	2.08	-4.6799256	8.59e-02	
ILMN_1728338	1.16e-01	3.77e-02	2.08	-4.6800951	1.92e-01	
ILMN_2189668	1.16e-01	3.77e-02	-2.08	-4.6801045	-3.24e-02	NUDT11
ILMN_1698171	1.16e-01	3.77e-02	2.08	-4.6804333	6.59e-02	INCENP
ILMN_1846807	1.16e-01	3.77e-02	2.08	-4.6810998	8.71e-02	
ILMN_1775327	1.16e-01	3.77e-02	-2.08	-4.6816085	-3.07e-01	PKM
ILMN_1808487	1.16e-01	3.77e-02	2.08	-4.6817225	8.05e-02	PLA2G12B
ILMN_1672074	1.16e-01	3.77e-02	2.08	-4.6817473	7.10e-02	SHISA8
ILMN_1735151	1.16e-01	3.77e-02	-2.08	-4.6820912	-1.52e-01	EIF5A2
ILMN_1801395	1.16e-01	3.78e-02	2.08	-4.6825046	6.72e-02	
ILMN_1666055	1.16e-01	3.78e-02	2.08	-4.6825119	9.64e-02	
ILMN_1857968	1.16e-01	3.78e-02	2.08	-4.6828197	7.15e-02	
ILMN_1665903	1.16e-01	3.78e-02	2.08	-4.6830322	6.53e-02	KIF25
ILMN_1759219	1.16e-01	3.78e-02	2.08	-4.6837197	8.73e-02	ZMAT5
ILMN_1758661	1.16e-01	3.78e-02	2.08	-4.6838835	6.13e-02	LNPEP
ILMN_1784627	1.16e-01	3.78e-02	2.08	-4.6843034	1.83e-01	CDC42BPA
ILMN_1790740	1.16e-01	3.78e-02	2.08	-4.6843204	6.83e-02	
ILMN_1756599	1.16e-01	3.79e-02	2.08	-4.6846778	7.22e-02	
ILMN_1693250	1.16e-01	3.79e-02	2.08	-4.6850546	7.60e-02	ACBD5
ILMN_1696223	1.17e-01	3.79e-02	-2.08	-4.6857307	-2.37e-02	ATP7B
ILMN_2396948	1.17e-01	3.79e-02	-2.08	-4.6862109	-3.69e-02	PSMC3IP
ILMN_1899886	1.17e-01	3.79e-02	2.08	-4.6863347	7.95e-02	
ILMN_1665778	1.17e-01	3.79e-02	2.08	-4.6864728	6.11e-02	LINC01567
ILMN_1814557	1.17e-01	3.80e-02	2.08	-4.6869861	1.54e-01	TRPS1
ILMN_3247681	1.17e-01	3.80e-02	-2.08	-4.6872882	-1.60e-01	C2orf68
ILMN_2388507	1.17e-01	3.80e-02	-2.08	-4.6878634	-1.20e-01	AKT1
ILMN_1891324	1.17e-01	3.80e-02	2.08	-4.6882766	1.90e-01	LOC101928714
ILMN_1781256	1.17e-01	3.80e-02	2.08	-4.6882884	1.09e-01	LEFTY2
ILMN_1765222	1.17e-01	3.80e-02	2.08	-4.688624	1.73e-01	CARS2
ILMN_1805695	1.17e-01	3.80e-02	2.08	-4.6887301	9.83e-02	TBC1D32
ILMN_1716564	1.17e-01	3.80e-02	-2.08	-4.688866	-1.13e-01	INTU
ILMN_1704295	1.17e-01	3.81e-02	2.08	-4.6890114	7.09e-02	USP32P2
ILMN_2041355	1.17e-01	3.81e-02	2.08	-4.6892674	8.60e-02	TCP10
ILMN_3280126	1.17e-01	3.81e-02	-2.08	-4.6894038	-1.14e-01	
ILMN_1686725	1.17e-01	3.81e-02	-2.08	-4.6897755	-2.18e-02	DICER1
ILMN_3310491	1.17e-01	3.81e-02	2.08	-4.6900532	1.39e-01	
ILMN_3195401	1.17e-01	3.81e-02	-2.08	-4.6904497	-1.54e-01	GABPB1
ILMN_1770425	1.17e-01	3.81e-02	2.08	-4.6904873	1.52e-01	CDIPT
ILMN_1743194	1.17e-01	3.81e-02	-2.08	-4.6906454	-1.58e-02	EEA1
ILMN_2399392	1.17e-01	3.81e-02	2.08	-4.6908544	1.53e-01	SIL1
ILMN_2407775	1.17e-01	3.82e-02	2.08	-4.6913916	6.98e-02	RGS13
ILMN_1798940	1.17e-01	3.82e-02	-2.08	-4.6916894	-8.15e-02	
ILMN_1716234	1.17e-01	3.82e-02	2.08	-4.6921854	7.10e-02	
ILMN_1660655	1.17e-01	3.82e-02	2.08	-4.6923658	6.95e-02	
ILMN_2355463	1.17e-01	3.82e-02	-2.08	-4.6927237	-1.76e-01	CYFIP1
ILMN_1738491	1.17e-01	3.82e-02	-2.08	-4.6929153	-1.80e-01	SNX30
ILMN_1815758	1.17e-01	3.82e-02	-2.08	-4.6929838	-7.12e-02	GAB2
ILMN_1910126	1.17e-01	3.82e-02	-2.08	-4.6931015	-9.64e-02	
ILMN_1658081	1.17e-01	3.83e-02	-2.07	-4.6934975	-8.09e-03	
ILMN_1722674	1.17e-01	3.83e-02	-2.07	-4.6936808	-8.63e-02	
ILMN_1742901	1.17e-01	3.83e-02	2.07	-4.6943604	2.08e-01	RSPH10B
ILMN_1714738	1.17e-01	3.83e-02	-2.07	-4.6943755	-1.36e-02	SCMH1
ILMN_3236192	1.17e-01	3.83e-02	-2.07	-4.6945554	-1.31e-02	
ILMN_1823229	1.18e-01	3.83e-02	2.07	-4.6949152	7.23e-02	
ILMN_1774380	1.18e-01	3.83e-02	2.07	-4.6950127	2.75e-01	
ILMN_3239426	1.18e-01	3.83e-02	-2.07	-4.6952924	-1.67e-01	GPN3
ILMN_1813645	1.18e-01	3.83e-02	2.07	-4.6954599	8.20e-02	NEK11
ILMN_1757152	1.18e-01	3.83e-02	2.07	-4.6954782	7.19e-02	MAGEC2
ILMN_2252136	1.18e-01	3.84e-02	-2.07	-4.6958998	-2.33e-01	YWHAE
ILMN_3227440	1.18e-01	3.84e-02	-2.07	-4.695941	-8.88e-03	
ILMN_1740007	1.18e-01	3.84e-02	2.07	-4.696322	5.85e-02	TMPRSS11E
ILMN_1787370	1.18e-01	3.84e-02	-2.07	-4.6966738	-1.39e-01	NDUFAF7
ILMN_2184109	1.18e-01	3.84e-02	2.07	-4.6971685	7.01e-02	SLC34A2
ILMN_1720983	1.18e-01	3.84e-02	-2.07	-4.6971753	-1.27e-02	PCDH11X
ILMN_3291329	1.18e-01	3.84e-02	-2.07	-4.6975694	-2.70e-02	
ILMN_1687212	1.18e-01	3.85e-02	2.07	-4.6982945	6.71e-02	
ILMN_1870097	1.18e-01	3.85e-02	2.07	-4.6985671	7.43e-02	
ILMN_1800588	1.18e-01	3.85e-02	2.07	-4.6986999	8.07e-02	
ILMN_1768901	1.18e-01	3.85e-02	2.07	-4.6987705	6.27e-02	
ILMN_3265237	1.18e-01	3.85e-02	2.07	-4.6993288	2.04e-01	
ILMN_1893395	1.18e-01	3.85e-02	2.07	-4.6998638	1.67e-01	LOC102725068
ILMN_1729599	1.18e-01	3.85e-02	-2.07	-4.6998706	-4.32e-02	GDPD1
ILMN_1661039	1.18e-01	3.86e-02	2.07	-4.7000315	9.31e-02	MRPL30
ILMN_1717674	1.18e-01	3.86e-02	-2.07	-4.7000993	-1.68e-01	PEPD
ILMN_1812321	1.18e-01	3.86e-02	2.07	-4.7005692	6.12e-02	FAM131C
ILMN_1677301	1.18e-01	3.86e-02	2.07	-4.7008537	6.94e-02	
ILMN_3255792	1.18e-01	3.86e-02	2.07	-4.7008767	1.27e-01	
ILMN_1658369	1.18e-01	3.86e-02	2.07	-4.7009527	9.96e-02	TACR3
ILMN_1801184	1.18e-01	3.86e-02	-2.07	-4.7011488	-3.56e-02	
ILMN_1665107	1.18e-01	3.86e-02	-2.07	-4.7013922	-2.29e-01	ITGB1BP1
ILMN_2234710	1.18e-01	3.86e-02	-2.07	-4.701945	-1.21e-02	C12orf60
ILMN_2347917	1.18e-01	3.87e-02	-2.07	-4.702106	-1.91e-01	EED
ILMN_1673358	1.18e-01	3.87e-02	2.07	-4.702359	8.73e-02	ARHGAP6
ILMN_1689172	1.18e-01	3.87e-02	2.07	-4.7024774	2.91e-01	
ILMN_1857439	1.18e-01	3.87e-02	2.07	-4.70262	1.08e-01	KLLN
ILMN_1767355	1.18e-01	3.87e-02	2.07	-4.7026608	6.86e-02	TTTY23B
ILMN_3226505	1.18e-01	3.87e-02	2.07	-4.7029795	1.50e-01	MSL3
ILMN_3209098	1.18e-01	3.87e-02	2.07	-4.7029977	5.64e-02	
ILMN_3252621	1.18e-01	3.87e-02	-2.07	-4.7031086	-2.83e-02	
ILMN_1723884	1.18e-01	3.87e-02	2.07	-4.7031766	1.62e-01	ARF4
ILMN_1677305	1.18e-01	3.87e-02	-2.07	-4.7035782	-1.17e-01	PVR
ILMN_3239223	1.18e-01	3.87e-02	2.07	-4.7037735	1.02e-01	UBE2DNL
ILMN_2177832	1.18e-01	3.87e-02	2.07	-4.7040597	2.46e-01	TOR2A
ILMN_1896830	1.18e-01	3.87e-02	2.07	-4.7041319	7.13e-02	
ILMN_1761442	1.19e-01	3.88e-02	-2.07	-4.7043292	-1.26e-01	WDR24
ILMN_1793954	1.19e-01	3.88e-02	2.07	-4.704404	8.69e-02	
ILMN_1741168	1.19e-01	3.88e-02	2.07	-4.7045224	7.31e-02	SPRY4
ILMN_1761969	1.19e-01	3.88e-02	-2.07	-4.704868	-1.90e-01	DERL2
ILMN_1823207	1.19e-01	3.88e-02	2.07	-4.7052212	9.32e-02	
ILMN_1666718	1.19e-01	3.88e-02	2.07	-4.7052843	7.20e-02	
ILMN_1795251	1.19e-01	3.88e-02	2.07	-4.7054026	6.10e-02	SPARCL1
ILMN_3239709	1.19e-01	3.88e-02	-2.07	-4.7054966	-1.42e-02	LOC441666
ILMN_1696705	1.19e-01	3.89e-02	2.07	-4.7067241	8.62e-02	
ILMN_1811572	1.19e-01	3.89e-02	2.07	-4.7069195	6.42e-02	TAS2R46
ILMN_3216699	1.19e-01	3.89e-02	2.07	-4.7073037	1.05e-01	
ILMN_3252359	1.19e-01	3.89e-02	-2.07	-4.7073155	-4.00e-02	
ILMN_1713729	1.19e-01	3.89e-02	2.07	-4.7081469	8.76e-02	GET4
ILMN_1753954	1.19e-01	3.90e-02	2.07	-4.7086267	2.06e-01	OLFM4
ILMN_1680192	1.19e-01	3.90e-02	2.07	-4.7086365	3.38e-01	APOBEC3A
ILMN_1793474	1.19e-01	3.90e-02	-2.07	-4.7086822	-1.38e-01	INSIG1
ILMN_2372974	1.19e-01	3.90e-02	2.07	-4.7091524	1.99e-01	SIRPA
ILMN_1683857	1.19e-01	3.90e-02	2.07	-4.7095355	7.24e-02	SHC2
ILMN_1740728	1.19e-01	3.90e-02	2.07	-4.7098614	8.97e-02	SMTNL2
ILMN_1738821	1.19e-01	3.90e-02	2.07	-4.7099571	1.63e-01	GOLGA2
ILMN_2092903	1.19e-01	3.90e-02	2.07	-4.7102133	1.01e-01	C20orf141
ILMN_1699978	1.19e-01	3.90e-02	2.07	-4.7105366	1.13e-01	TMEM255A
ILMN_1814353	1.19e-01	3.91e-02	2.07	-4.7107852	8.05e-02	ARGFXP2
ILMN_1669851	1.19e-01	3.91e-02	2.07	-4.7108947	1.02e-01	
ILMN_3290470	1.19e-01	3.91e-02	-2.07	-4.710994	-1.69e-02	
ILMN_2290444	1.19e-01	3.91e-02	2.07	-4.7117786	1.20e-01	PTGER3
ILMN_1762337	1.19e-01	3.91e-02	2.07	-4.7121548	6.75e-02	MACC1
ILMN_1733453	1.20e-01	3.92e-02	-2.07	-4.7130457	-2.42e-01	
ILMN_3246658	1.20e-01	3.92e-02	2.06	-4.7142882	1.75e-01	
ILMN_2232084	1.20e-01	3.92e-02	-2.06	-4.7145038	-5.35e-02	ABCA11P
ILMN_2305416	1.20e-01	3.92e-02	2.06	-4.714567	1.06e-01	PCDHGA5
ILMN_1748309	1.20e-01	3.92e-02	2.06	-4.7147169	1.16e-01	GGT8P
ILMN_1685069	1.20e-01	3.93e-02	2.06	-4.7154168	7.27e-02	
ILMN_1683305	1.20e-01	3.93e-02	-2.06	-4.7154739	-2.20e-01	COMMD2
ILMN_1681123	1.20e-01	3.93e-02	2.06	-4.7157175	8.03e-02	CEP104
ILMN_1654792	1.20e-01	3.93e-02	2.06	-4.7159104	7.90e-02	
ILMN_1679011	1.20e-01	3.93e-02	2.06	-4.7162349	6.18e-02	SLC12A3
ILMN_1759863	1.20e-01	3.93e-02	2.06	-4.7165471	6.19e-02	RSPH14
ILMN_3237396	1.20e-01	3.93e-02	-2.06	-4.7165816	-1.62e-01	AAGAB
ILMN_1877911	1.20e-01	3.94e-02	2.06	-4.7177861	8.03e-02	
ILMN_1654870	1.20e-01	3.94e-02	2.06	-4.718044	9.77e-02	
ILMN_1808633	1.20e-01	3.94e-02	2.06	-4.7181305	6.30e-02	C20orf96
ILMN_1760665	1.20e-01	3.94e-02	2.06	-4.718337	8.33e-02	KRT39
ILMN_3223798	1.20e-01	3.94e-02	-2.06	-4.7184784	-1.22e-01	ZNF84
ILMN_1684051	1.20e-01	3.94e-02	2.06	-4.7186087	1.76e-01	WASF2
ILMN_2057220	1.20e-01	3.94e-02	-2.06	-4.718705	-2.09e-02	RIDA
ILMN_1728983	1.20e-01	3.94e-02	-2.06	-4.7188627	-1.62e-01	NR2C1
ILMN_1740678	1.20e-01	3.94e-02	2.06	-4.7189681	8.90e-02	
ILMN_1711650	1.20e-01	3.95e-02	2.06	-4.7193706	1.14e-01	KCNE5
ILMN_1809451	1.20e-01	3.95e-02	2.06	-4.7195516	8.60e-02	
ILMN_1847473	1.20e-01	3.95e-02	2.06	-4.7197177	9.30e-02	
ILMN_1728965	1.20e-01	3.95e-02	2.06	-4.719757	1.43e-01	C11orf57
ILMN_1768099	1.20e-01	3.95e-02	2.06	-4.7198172	2.82e-01	SCGB1C1
ILMN_1674053	1.20e-01	3.95e-02	2.06	-4.7199648	6.89e-02	
ILMN_1657572	1.20e-01	3.95e-02	2.06	-4.7200757	1.04e-01	HSFX1
ILMN_1754570	1.20e-01	3.95e-02	2.06	-4.7200895	1.07e-01	KCTD8
ILMN_1756022	1.20e-01	3.95e-02	2.06	-4.7201066	1.89e-01	HIST1H2AM
ILMN_2089902	1.20e-01	3.95e-02	-2.06	-4.7202571	-1.33e-01	NUS1
ILMN_2337618	1.20e-01	3.95e-02	-2.06	-4.7204579	-2.21e-02	GPRASP2
ILMN_3236491	1.20e-01	3.95e-02	-2.06	-4.7205304	-3.40e-02	FAM57B
ILMN_2357438	1.20e-01	3.95e-02	-2.06	-4.7206426	-1.12e-01	AURKA
ILMN_1658145	1.20e-01	3.95e-02	2.06	-4.7208363	1.05e-01	ARHGAP35
ILMN_3244611	1.20e-01	3.95e-02	-2.06	-4.7210123	-5.53e-02	
ILMN_1864989	1.20e-01	3.95e-02	2.06	-4.7211802	1.04e-01	
ILMN_1679177	1.20e-01	3.96e-02	-2.06	-4.7217062	-1.80e-01	MARS2
ILMN_1778681	1.20e-01	3.96e-02	-2.06	-4.7219912	-1.89e-01	EBF1
ILMN_3233176	1.21e-01	3.96e-02	-2.06	-4.7221876	-1.41e-02	RELL1
ILMN_1673158	1.21e-01	3.96e-02	2.06	-4.7226048	7.81e-02	
ILMN_1657002	1.21e-01	3.96e-02	2.06	-4.7226184	6.70e-02	OR51B5
ILMN_2189007	1.21e-01	3.96e-02	-2.06	-4.7226873	-8.19e-02	AGAP4
ILMN_1796353	1.21e-01	3.96e-02	2.06	-4.7227575	7.58e-02	
ILMN_2276750	1.21e-01	3.96e-02	2.06	-4.7227636	1.02e-01	ALKBH1
ILMN_1652188	1.21e-01	3.96e-02	2.06	-4.722871	8.26e-02	EPG5
ILMN_1657550	1.21e-01	3.96e-02	-2.06	-4.7229117	-1.73e-01	MVD
ILMN_2135456	1.21e-01	3.96e-02	2.06	-4.7232298	6.40e-02	VWA5B1
ILMN_1758168	1.21e-01	3.96e-02	2.06	-4.7234807	6.61e-02	
ILMN_1863439	1.21e-01	3.97e-02	2.06	-4.7242926	1.23e-01	
ILMN_1658173	1.21e-01	3.97e-02	-2.06	-4.7244601	-4.52e-02	ZNF418
ILMN_1766221	1.21e-01	3.97e-02	-2.06	-4.7245722	-1.58e-01	B4GALT1
ILMN_1783675	1.21e-01	3.97e-02	-2.06	-4.7255105	-1.05e-01	ASB8
ILMN_2351029	1.21e-01	3.98e-02	2.06	-4.7257165	1.16e-01	MTMR2
ILMN_1764090	1.21e-01	3.98e-02	2.06	-4.7262866	1.27e-01	AK4
ILMN_1792270	1.21e-01	3.98e-02	-2.06	-4.7264081	-6.62e-02	CACUL1
ILMN_2212590	1.21e-01	3.98e-02	-2.06	-4.7265066	-1.33e-01	TMEM170A
ILMN_1799104	1.21e-01	3.98e-02	2.06	-4.7268995	1.40e-01	SPAG9
ILMN_1700981	1.21e-01	3.98e-02	2.06	-4.7271533	6.37e-02	ST7-AS2
ILMN_1870747	1.21e-01	3.98e-02	2.06	-4.7272134	1.02e-01	
ILMN_1755737	1.21e-01	3.98e-02	2.06	-4.7272444	1.36e-01	TRABD
ILMN_1777322	1.21e-01	3.98e-02	2.06	-4.7273598	1.65e-01	FAM91A1
ILMN_1673296	1.21e-01	3.98e-02	2.06	-4.7274604	7.50e-02	
ILMN_2223056	1.21e-01	3.98e-02	-2.06	-4.7275355	-2.44e-02	TBX10
ILMN_3303075	1.21e-01	3.98e-02	-2.06	-4.727591	-2.62e-02	
ILMN_1740620	1.21e-01	3.99e-02	2.06	-4.7283841	2.04e-01	
ILMN_1747775	1.21e-01	3.99e-02	-2.06	-4.7284514	-2.35e-01	STX2
ILMN_2043060	1.21e-01	3.99e-02	2.06	-4.7295198	7.23e-02	PLCH1
ILMN_2187830	1.21e-01	3.99e-02	-2.06	-4.729657	-2.16e-01	CCNH
ILMN_1744109	1.21e-01	3.99e-02	2.06	-4.7298214	2.16e-01	OR2A42
ILMN_1720051	1.21e-01	3.99e-02	2.06	-4.7298342	9.85e-02	
ILMN_1782275	1.21e-01	4.00e-02	2.06	-4.7299557	8.16e-02	
ILMN_1713764	1.21e-01	4.00e-02	2.06	-4.7300654	8.27e-02	
ILMN_1698512	1.21e-01	4.00e-02	2.06	-4.7301182	1.45e-01	
ILMN_1802691	1.21e-01	4.00e-02	2.06	-4.7303011	1.12e-01	CFAP44
ILMN_1775183	1.21e-01	4.00e-02	2.06	-4.73041	9.21e-02	CBX8
ILMN_1651498	1.21e-01	4.00e-02	-2.06	-4.7305027	-1.26e-01	GADD45G
ILMN_3245015	1.21e-01	4.00e-02	-2.06	-4.7306431	-5.95e-02	HNRNPCL2
ILMN_1756852	1.21e-01	4.00e-02	2.06	-4.7306825	7.08e-02	AUP1
ILMN_1661595	1.21e-01	4.00e-02	-2.06	-4.731114	-2.01e-02	C1orf53
ILMN_1807972	1.21e-01	4.00e-02	2.06	-4.7314129	1.52e-01	MICAL1
ILMN_1684413	1.22e-01	4.01e-02	2.06	-4.7320069	8.26e-02	SHANK2
ILMN_1767388	1.22e-01	4.01e-02	2.06	-4.7321556	6.20e-02	
ILMN_1733523	1.22e-01	4.01e-02	-2.06	-4.7322148	-1.80e-01	NAA16
ILMN_1855586	1.22e-01	4.01e-02	2.06	-4.7322968	6.88e-02	
ILMN_1776571	1.22e-01	4.01e-02	2.06	-4.7326753	7.35e-02	
ILMN_1690792	1.22e-01	4.01e-02	2.06	-4.7330558	8.41e-02	
ILMN_2377708	1.22e-01	4.01e-02	-2.06	-4.7336725	-1.88e-02	
ILMN_1718172	1.22e-01	4.01e-02	2.06	-4.7339883	7.07e-02	FSIP2
