ibd	ibd	IL12B	15.950812696041869	0.0005057884680229291
ibd	ibd	IL12A	9.885752004731351	0.015173654040687873
ibd	ibd	ITGB7	9.39930546166584	0.017421602787456445
ibd	ibd	IL23A	17.198258706342948	0.0002809935933460717
ibd	ibd	ITGA4	9.977983141584419	0.014611666853995729
ibd	ibd	TNF	8.333888595031471	0.02225469259300888
average:	ibd	ibd	0.011708066389419654
ibd	pso	IL17A	10.800819192588584	0.011408339889850511
ibd	pso	IL17F	12.015905939067341	0.006350455209621221
ibd	pso	ITGAL	12.194975586845791	0.005619871866921434
ibd	pso	IL17RA	13.622966131090896	0.0019107564347532876
ibd	pso	CD6	11.672682846192032	0.007418230864336293
ibd	pso	IL12B	15.950812696041869	0.0005057884680229291
ibd	pso	IL12A	9.885752004731351	0.015173654040687873
ibd	pso	IL23A	17.198258706342948	0.0002809935933460717
ibd	pso	TNF	8.333888595031471	0.02225469259300888
average:	ibd	pso	0.007880309217838723
ibd	ra	MS4A1	9.690024384671581	0.015960436102056875
ibd	ra	CD80	8.340882390207138	0.022029897718332022
ibd	ra	CD86	11.319822993278372	0.008879397549735867
ibd	ra	IL6R	13.225628525584007	0.00297853208946836
ibd	ra	TNF	8.333888595031471	0.02225469259300888
average:	ibd	ra	0.0144205912105204
ibd	sle	IFNAR2	10.878292489948171	0.010733955265819939
ibd	sle	CD22	3.604585766694754	0.0552433404518377
ibd	sle	IFNAR1	8.960434285051315	0.018938968191525234
ibd	sle	TNFSF13B	12.63700768403244	0.004214903900191076
average:	ibd	sle	0.022282791952343492
pso	ibd	IL12B	15.187670840075803	0.0002809935933460717
pso	ibd	IL12A	10.350374144090313	0.005732269304259863
pso	ibd	ITGB7	9.457134861300363	0.009104192424412724
pso	ibd	IL23A	15.34635610826706	0.00022479487467685737
pso	ibd	ITGA4	8.936139650943602	0.011408339889850511
pso	ibd	TNF	7.234632482496963	0.019725750252894234
average:	pso	ibd	0.007746056723240043
pso	pso	IL17A	9.804831478623825	0.007867820613690008
pso	pso	IL17F	9.954263416612386	0.00685624367764415
pso	pso	ITGAL	10.60404416064805	0.0047768910868832195
pso	pso	IL17RA	12.048800878817783	0.0019107564347532876
pso	pso	CD6	9.93393661020379	0.007024839833651793
pso	pso	IL12B	15.187670840075803	0.0002809935933460717
pso	pso	IL12A	10.350374144090313	0.005732269304259863
pso	pso	IL23A	15.34635610826706	0.00022479487467685737
pso	pso	TNF	7.234632482496963	0.019725750252894234
average:	pso	pso	0.00604448440797772
pso	ra	MS4A1	8.090524889550277	0.015342250196695516
pso	ra	CD80	6.457249552372572	0.02422164774643138
pso	ra	CD86	9.385551568236217	0.009497583455097224
pso	ra	IL6R	10.541984723984012	0.004945487242890862
pso	ra	TNF	7.234632482496963	0.019725750252894234
average:	pso	ra	0.014746543778801843
pso	sle	IFNAR2	8.7482070982922	0.012082724513881083
pso	sle	CD22	2.8890933654290114	0.05237720579970777
pso	sle	IFNAR1	7.095359622178269	0.020456333595594022
pso	sle	TNFSF13B	10.373194307142679	0.005676070585590649
average:	pso	sle	0.02264808362369338
ra	ibd	IL12B	10.904917101793327	0.011745532201865798
ra	ibd	IL12A	9.024142898096697	0.019332359222209734
ra	ibd	ITGB7	10.487783616584139	0.0137124873552883
ra	ibd	IL23A	14.140527385692039	0.0022479487467685737
ra	ibd	ITGA4	12.035419774389531	0.0076430257390131505
ra	ibd	TNF	8.550619693754502	0.021636506687647522
average:	ra	ibd	0.012719643325465513
ra	pso	IL17A	11.058988635990943	0.011014948859166011
ra	pso	IL17F	11.249919617802531	0.009890974485781724
ra	pso	ITGAL	13.174737162832017	0.004214903900191076
ra	pso	IL17RA	13.985935368350948	0.0024165449027762167
ra	pso	CD6	13.689931632350316	0.003147128245476003
ra	pso	IL12B	10.904917101793327	0.011745532201865798
ra	pso	IL12A	9.024142898096697	0.019332359222209734
ra	pso	IL23A	14.140527385692039	0.0022479487467685737
ra	pso	TNF	8.550619693754502	0.021636506687647522
average:	ra	pso	0.009516316361320297
ra	ra	MS4A1	12.616847700133743	0.005788468022929078
ra	ra	CD80	8.590659811196074	0.021411711812970663
ra	ra	CD86	11.569882623950637	0.009216589861751152
ra	ra	IL6R	12.681350087954868	0.00556367314825222
ra	ra	TNF	8.550619693754502	0.021636506687647522
average:	ra	ra	0.012723389906710125
ra	sle	IFNAR2	8.751716187710302	0.020737327188940093
ra	sle	CD22	4.240870218905778	0.04670113521411712
ra	sle	IFNAR1	8.279511809875927	0.022479487467685737
ra	sle	TNFSF13B	12.064949252553564	0.007586827020343937
average:	ra	sle	0.02437619422277172
sle	ibd	IL12B	4.806283030097289	0.04608294930875576
sle	ibd	IL12A	10.892903593934225	0.020231538720917163
sle	ibd	ITGB7	9.41865665439768	0.02562661571316174
sle	ibd	IL23A	12.546456157119582	0.014443070697988086
sle	ibd	ITGA4	10.770832612977882	0.020568731032932448
sle	ibd	TNF	8.76045865510564	0.027986961897268743
average:	sle	ibd	0.02582331122850399
sle	pso	IL17A	11.498841906669286	0.017927391255479375
sle	pso	IL17F	9.29311047325869	0.02602000674384624
sle	pso	ITGAL	13.807029919794434	0.009666179611104867
sle	pso	IL17RA	12.908861949739746	0.013038102731257727
sle	pso	CD6	13.580229025446393	0.009947173204450939
sle	pso	IL12B	4.806283030097289	0.04608294930875576
sle	pso	IL12A	10.892903593934225	0.020231538720917163
sle	pso	IL23A	12.546456157119582	0.014443070697988086
sle	pso	TNF	8.76045865510564	0.027986961897268743
average:	sle	pso	0.020593708241229875
